step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
305.0,59,6246.0,84.4054054054054,1.2746609383145768,59,6964.0,0.0208087754370291,59,6964.0
310.0,53,4851.0,69.3,1.682352832559742,53,6524.0,0.039223201925476,53,6524.0
315.0,46,3866.0,54.45070422535211,2.3213766184347535,46,6579.0,0.07664080559706758,46,6579.0
320.0,44,2834.0,43.6,0.9339784039410581,44,6801.0,0.04670832273561887,44,6801.0
325.0,40,2367.0,34.80882352941177,1.8764283095954566,40,6644.0,0.11601119382061649,40,6644.0
330.0,36,2510.0,34.861111111111114,2.5724886058703476,36,6133.0,0.12290608213912997,36,6133.0
335.0,36,2674.0,36.13513513513514,3.253551169488423,36,5337.0,0.09821458836467943,36,5337.0
340.0,41,2855.0,39.10958904109589,2.315015959820043,41,5524.0,0.08367375758399058,41,5524.0
345.0,46,3076.0,44.57971014492754,1.5738925792140648,46,5746.0,0.07726639686891046,46,5746.0
350.0,53,3327.0,46.208333333333336,0.9778517519939302,53,5997.0,0.06995078922856464,53,5997.0
355.0,62,3618.0,48.24,0.3395397514392854,62,6288.0,0.023605442083170797,62,6288.0
360.0,67,3943.0,50.55128205128205,0.13812631252590146,67,6614.0,0.009583844789653692,67,6614.0
365.0,69,4151.0,47.17045454545455,1.2086337030306669,69,6597.0,0.07688235966110926,69,6597.0
370.0,66,4300.0,48.86363636363637,1.6589823585880972,66,6247.0,0.06554527807147277,66,6247.0
375.0,64,4487.0,49.855555555555554,1.7187347452779427,64,6403.0,0.038997469997541286,64,6403.0
380.0,63,4675.0,54.36046511627907,1.170212835869366,63,6728.0,0.0350616280274978,63,6728.0
385.0,60,4867.0,58.63855421686747,1.0248855023646495,60,6692.0,0.04346114411113051,60,6692.0
390.0,56,5097.0,59.96470588235294,1.5111907471435235,56,6322.0,0.05146268805487994,56,6322.0
395.0,55,5341.0,62.104651162790695,1.6254813542864328,55,6445.0,0.04347342402129049,55,6445.0
400.0,59,5605.0,64.42528735632185,1.358234619299445,59,6731.0,0.07855311198923377,59,6731.0
405.0,57,5856.0,68.89411764705882,1.0256458109912336,57,6699.0,0.06469790515208752,57,6699.0
410.0,57,6093.0,69.23863636363636,1.606910587761979,57,6439.0,0.04457637731476,57,6439.0
415.0,56,6359.0,70.65555555555555,2.483070686495604,56,6618.0,0.06205708741742315,56,6618.0
420.0,55,6628.0,76.183908045977,2.9038813628529785,55,6762.0,0.08207718726704764,55,6762.0
425.0,54,6896.0,84.09756097560975,3.6108580376539163,54,6953.0,0.14248173385703125,54,6953.0
430.0,54,7166.0,88.46913580246914,3.6694179973599206,54,7176.0,0.14626925174542238,54,7176.0
435.0,54,7436.0,87.48235294117647,4.053321536644112,54,7438.0,0.20671048443058898,54,7438.0
440.0,56,7710.0,92.89156626506023,2.9428846053301077,56,7710.0,0.16452715573178966,56,7710.0
445.0,65,8014.0,93.18604651162791,1.9239427868599825,65,8014.0,0.08318461807115521,65,8014.0
450.0,64,8301.0,95.41379310344827,1.3844571299885056,64,8326.0,0.06541934235442994,64,8326.0
455.0,61,8570.0,95.22222222222223,1.7360949174720777,61,8612.0,0.06790868879037422,61,8612.0
460.0,61,8861.0,94.26595744680851,1.3985381671134085,61,8914.0,0.047509877888683744,61,8914.0
465.0,66,9181.0,98.72043010752688,0.896425327421284,66,9234.0,0.030310826732227895,66,9234.0
470.0,66,9471.0,100.75531914893617,1.0660365446209352,66,9542.0,0.06784203146733829,66,9542.0
475.0,65,9738.0,101.4375,1.4484028300205452,65,9817.0,0.057803154348076695,65,9817.0
480.0,69,10041.0,102.45918367346938,1.3760709970107876,69,10139.0,0.036907428499843416,69,10139.0
485.0,73,10377.0,108.09375,0.8485018588876997,73,10490.0,0.03237920181952608,73,10490.0
490.0,69,10679.0,114.82795698924731,0.6693720717581041,69,10807.0,0.03830712907593766,69,10807.0
495.0,67,10972.0,113.11340206185567,1.3801113166727292,67,11085.0,0.04844553382218438,67,11085.0
500.0,68,11279.0,113.92929292929293,1.5982204050247488,68,11390.0,0.04125730949137888,68,11390.0
